"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"221","Larceny","300  N  Midler Av","12/8/2016",300,"N MIDLER AVE","300  N  MIDLER AV ",-76.10563020464,43.07366954271
"222","Larceny","300  Vann St","12/8/2016",300,"VANN ST","300  VANN ST ",-76.1169348007966,43.0565967316807
"223","Larceny","800  S  State St","12/8/2016",800,"S STATE ST","800  S  STATE ST ",-76.14752160244,43.0442773251776
"225","Burglary","300  Richmond Av","12/7/2016",300,"RICHMOND AVE","300  RICHMOND AV ",-76.1707011902955,43.0501479117892
"226","Larceny","0  Destiny Usa Dr","12/7/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"227","Larceny","100  Valley Dr","12/7/2016",100,"VALLEY DR","100  VALLEY DR ",-76.161284781296,43.0185014773701
"228","Larceny","1000  Hawley Av","12/7/2016",1000,"HAWLEY AVE","1000  HAWLEY AV ",-76.1288213504847,43.0554136949995
"229","Larceny","1100  Oak St","12/7/2016",1100,"OAK ST","1100  OAK ST ",-76.1363352919045,43.0669258241039
"230","Larceny","200  Buckingham Av","12/7/2016",200,"BUCKINGHAM AVE","200  BUCKINGHAM AV ",-76.1213632561526,43.032202820928
"231","Larceny","400  Euclid Av","12/7/2016",400,"EUCLID AVE","400  EUCLID AV ",-76.1269181364312,43.0364130941272
"232","Robbery","1200  Milton Av","12/7/2016",1200,"MILTON AVE","1200  MILTON AV ",-76.1967498599363,43.0588393950705
"233","Vehicle theft","100  Diana Av","12/7/2016",100,"DIANA AVE","100  DIANA AV ",-76.1285380199466,43.0154578086667
"234","Vehicle theft","100  Roney Ln","12/7/2016",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"235","Aggravated assault","1400  S  Salina St","12/6/2016",1400,"S SALINA ST","1400  S  SALINA ST ",-76.1488467387721,43.0330311335183
"236","Aggravated assault","300  South Av","12/6/2016",300,"SOUTH AVE","300  SOUTH AV ",-76.1589522222677,43.036196532003
"237","Burglary","300  Schuyler St","12/6/2016",300,"SCHUYLER ST","300  SCHUYLER ST ",-76.1837205301954,43.0503442862347
"238","Burglary","400  Ash St","12/6/2016",400,"ASH ST","400  ASH ST ",-76.1497496397845,43.0603312033243
"239","Burglary","400  Shuart Av","12/6/2016",400,"SHUART AVE","400  SHUART AV ",-76.1248196228702,43.0619574439907
"240","Burglary","900  Glencove Rd","12/6/2016",900,"GLENCOVE RD","900  GLENCOVE RD ",-76.103516521717,43.0642072159375
"241","Larceny","100  Albert Ter","12/6/2016",100,"ALBERT TER","100  ALBERT TER ",-76.147062875298,43.0341928261408
"242","Larceny","1000  W  Genesee St","12/6/2016",1000,"W GENESEE ST","1000  W  GENESEE ST ",-76.1705542199292,43.0536571231732
"243","Larceny","1400  Midland Av","12/6/2016",1400,"MIDLAND AVE","1400  MIDLAND AV ",-76.1513411635968,43.0254695328532
"244","Larceny","200  Sabine St","12/6/2016",200,"SABINE ST","200  SABINE ST ",-76.1670867511773,43.0391196724138
"245","Larceny","200  Woodland Av","12/6/2016",200,"WOODLAND AVE","200  WOODLAND AV ",-76.1439417287553,43.0297781413693
"246","Larceny","2400  Grant Blvd","12/6/2016",2400,"GRANT BLVD","2400  GRANT BLVD ",-76.1486602695907,43.073784934026
"247","Larceny","300  Gifford St","12/6/2016",300,"GIFFORD ST","300  GIFFORD ST ",-76.1581804272592,43.0434499762915
"248","Larceny","300  University Av","12/6/2016",300,"UNIVERSITY AVE","300  UNIVERSITY AV ",-76.1342906663996,43.0484617349681
"249","Larceny","300  W  Lafayette Av","12/6/2016",300,"W LAFAYETTE AVE","300  W  LAFAYETTE AV ",-76.1488985480305,43.0189852601615
"250","Larceny","400  Durston Av","12/6/2016",400,"DURSTON AVE","400  DURSTON AV ",-76.1272426562708,43.0683837528542
"251","Robbery","100  Roney Ln","12/6/2016",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"252","Robbery","300  Berkshire Av","12/6/2016",300,"BERKSHIRE AVE","300  BERKSHIRE AV ",-76.1378761079969,43.0757565034423
"253","Vehicle theft","200  Hamilton St","12/6/2016",200,"HAMILTON ST","200  HAMILTON ST ",-76.1832072550254,43.0517867948043
"254","Vehicle theft","200  Lilac St","12/6/2016",200,"LILAC ST","200  LILAC ST ",-76.1528905765548,43.064076574773
"255","Vehicle theft","600  Robinson St","12/6/2016",600,"ROBINSON ST","600  ROBINSON ST ",-76.1197628960492,43.0584967722302
"256","Burglary","300  Lexington Av","12/5/2016",300,"LEXINGTON AVE","300  LEXINGTON AV ",-76.1198497442508,43.0471403914583
"257","Burglary","800  N  Alvord St","12/5/2016",800,"N ALVORD ST","800  N  ALVORD ST ",-76.1557166554777,43.066045762007
"258","Larceny","0  Destiny Usa Dr","12/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"260","Larceny","100  Orlando Av","12/5/2016",100,"ORLANDO AVE","100  ORLANDO AV ",-76.1427912380359,43.0017327193028
"261","Larceny","100  Swansea Dr","12/5/2016",100,"SWANSEA DR","100  SWANSEA DR ",-76.1207155206545,43.0711114320063
"262","Larceny","500  Niagara St","12/5/2016",500,"NIAGARA ST","500  NIAGARA ST ",-76.1606672577623,43.044153717635
"263","Larceny","500  Stolp Av","12/5/2016",500,"STOLP AVE","500  STOLP AV ",-76.171907239601,43.0301882082076
"264","Larceny","600  Otisco St","12/5/2016",600,"OTISCO ST","600  OTISCO ST ",-76.1664458848318,43.0447994631346
"265","Arson","300  W  Lafayette Av","12/4/2016",300,"W LAFAYETTE AVE","300  W  LAFAYETTE AV ",-76.1488985480305,43.0189852601615
"266","Burglary","100  Redfield Pl","12/4/2016",100,"REDFIELD PL","100  REDFIELD PL ",-76.123242609741,43.0375182337046
"267","Burglary","200  Columbus Av","12/4/2016",200,"COLUMBUS AVE","200  COLUMBUS AV ",-76.1213731749543,43.0482913580808
"268","Burglary","800  Park St","12/4/2016",800,"PARK ST","800  PARK ST ",-76.1448676281207,43.0631901751405
"269","Larceny","0  Destiny Usa Dr","12/4/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"270","Larceny","0  Destiny Usa Dr","12/4/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"271","Larceny","0  Destiny Usa Dr","12/4/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"272","Larceny","2300  Grant Blvd","12/4/2016",2300,"GRANT BLVD","2300  GRANT BLVD ",-76.1460215392202,43.0732724383425
"274","Larceny","300  Spring St","12/4/2016",300,"SPRING ST","300  SPRING ST ",-76.1467217953232,43.0663870401626
"275","Larceny","700  Milton Av","12/4/2016",700,"MILTON AVE","700  MILTON AV ",-76.1900345816215,43.0528843132973
"276","Robbery","400  Chemung St","12/4/2016",400,"CHEMUNG ST","400  CHEMUNG ST ",-76.1977887897155,43.0567294363684
"277","Burglary","1000  Willis Av","12/3/2016",1000,"WILLIS AVE","1000  WILLIS AV ",-76.1947692346768,43.0560264119297
"278","Burglary","400  Westmoreland Av","12/3/2016",400,"WESTMORELAND AVE","400  WESTMORELAND AV ",-76.114673301913,43.0472338262628
"279","Burglary","700  Valley Dr","12/3/2016",700,"VALLEY DR","700  VALLEY DR ",-76.156719439619,43.0098806333904
"280","Larceny","100  Westcott St","12/3/2016",100,"WESTCOTT ST","100  WESTCOTT ST ",-76.1199719761637,43.0488881053837
"281","Larceny","1400  S  Salina St","12/3/2016",1400,"S SALINA ST","1400  S  SALINA ST ",-76.1488467387721,43.0330311335183
"282","Larceny","300  Vine St","12/3/2016",300,"VINE ST","300  VINE ST ",-76.1255487020526,43.053274852949
"284","Larceny","700  Comstock Av","12/3/2016",700,"COMSTOCK AVE","700  COMSTOCK AV ",-76.1300810190021,43.0393557606198
"285","Larceny","700  E  Genesee St","12/3/2016",700,"E GENESEE ST","700  E  GENESEE ST ",-76.1421742111772,43.0470872041987
"286","Vehicle theft","100  Riverdale Dr","12/3/2016",100,"RIVERDALE DR","100  RIVERDALE DR ",-76.1548980420046,43.0023051327543
"287","Vehicle theft","500  Clarendon St","12/3/2016",500,"CLARENDON ST","500  CLARENDON ST ",-76.1233061082975,43.0383447362043
"288","Burglary","100  Hubbell Av","12/2/2016",100,"HUBBELL AVE","100  HUBBELL AV ",-76.1706462732221,43.0329971710229
"289","Burglary","100  Wall St","12/2/2016",100,"WALL ST","100  WALL ST ",-76.1730971118742,43.0484827586557
"290","Burglary","900  S  Salina St","12/2/2016",900,"S SALINA ST","900  S  SALINA ST ",-76.1502098655009,43.0391472360627
"291","Larceny","0  Destiny Usa Dr","12/2/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"292","Larceny","100  Douglas St","12/2/2016",100,"DOUGLAS ST","100  DOUGLAS ST ",-76.1439248114853,43.0582347696745
"293","Larceny","100  Smith Ln","12/2/2016",100,"SMITH LN","100  SMITH LN ",-76.1367750069272,43.0223034588626
"294","Larceny","1000  Emerson Av","12/2/2016",1000,"EMERSON AVE","1000  EMERSON AV ",-76.1964082811026,43.0600292452573
"295","Larceny","200  Belle Av","12/2/2016",200,"BELLE AVE","200  BELLE AV ",-76.1420274799615,43.0115863726713
"296","Larceny","200  N  Lowell Av","12/2/2016",200,"N LOWELL AVE","200  N  LOWELL AV ",-76.1828395620584,43.0491242137779
"297","Larceny","2500  Erie Blvd E","12/2/2016",2500,"ERIE BLVD E","2500  ERIE BLVD E ",-76.1040887365649,43.0535201241854
"298","Larceny","300  Apple St","12/2/2016",300,"APPLE ST","300  APPLE ST ",-76.1763280285521,43.0511832674985
"299","Larceny","400  Dewitt St","12/2/2016",400,"DEWITT ST","400  DEWITT ST ",-76.1339407842783,43.0644268933632
"300","Larceny","500  Plymouth Dr","12/2/2016",500,"PLYMOUTH DR","500  PLYMOUTH DR ",-76.0983935008072,43.0621911673957
"301","Robbery","300  Rowland St","12/2/2016",300,"ROWLAND ST","300  ROWLAND ST ",-76.1739907509502,43.035954712137
"302","Vehicle theft","100  North Av","12/2/2016",100,"NORTH AVE","100  NORTH AV ",-76.1134069249323,43.0685200019119
"303","Burglary","2400  Lodi St","12/1/2016",2400,"LODI ST","2400  LODI ST ",-76.1598669679731,43.0661939112727
"304","Burglary","400  W  Colvin St","12/1/2016",400,"W COLVIN ST","400  W  COLVIN ST ",-76.1493594886405,43.0245479901315
"305","Burglary","400  W  Colvin St","12/1/2016",400,"W COLVIN ST","400  W  COLVIN ST ",-76.1493594886405,43.0245479901315
"306","Burglary","700  Euclid Av","12/1/2016",700,"EUCLID AVE","700  EUCLID AV ",-76.1231585054153,43.0366021296801
"307","Larceny","0  Destiny Usa Dr","12/1/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"308","Larceny","1000  W  Genesee St","12/1/2016",1000,"W GENESEE ST","1000  W  GENESEE ST ",-76.1705542199292,43.0536571231732
"309","Larceny","2000  Valley Dr","12/1/2016",2000,"VALLEY DR","2000  VALLEY DR ",-76.152753255665,42.9962669575919
"310","Larceny","500  Delaware St","12/1/2016",500,"DELAWARE ST","500  DELAWARE ST ",-76.1694062758089,43.0374000382902
"311","Larceny","600  Butternut St","12/1/2016",600,"BUTTERNUT ST","600  BUTTERNUT ST ",-76.1469777874171,43.0598741166888
"312","Larceny","600  W  Onondaga St","12/1/2016",600,"W ONONDAGA ST","600  W  ONONDAGA ST ",-76.1592012143724,43.0392749303147
"313","Larceny","600  W  Seneca Tpke","12/1/2016",600,"W SENECA TPKE","600  W  SENECA TPKE ",-76.1579731330353,43.002954985849
"315","Aggravated assault","700  Irving Av","11/30/2016",700,"IRVING AVE","700  IRVING AV ",-76.1378363664705,43.0426740187497
"316","Burglary","1500  Ivy Ridge Rd","11/30/2016",1500,"IVY RIDGE RD","1500  IVY RIDGE RD ",-76.13478268712,43.0182248348227
"317","Burglary","200  Richmond Av","11/30/2016",200,"RICHMOND AVE","200  RICHMOND AV ",-76.1684384752133,43.0500550622016
"318","Burglary","2800  Erie Blvd E","11/30/2016",2800,"ERIE BLVD E","2800  ERIE BLVD E ",-76.0942383456678,43.0546665803979
"319","Burglary","300  Village Dr","11/30/2016",300,"VILLAGE DR","300  VILLAGE DR ",-76.1167722048167,43.0720599559677
"320","Burglary","800  Westmoreland Av","11/30/2016",800,"WESTMORELAND AVE","800  WESTMORELAND AV ",-76.1141020829536,43.0392440530672
"321","Larceny","0  Destiny Usa Dr","11/30/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"322","Larceny","0  Destiny Usa Dr","11/30/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"323","Larceny","100  Conifer Dr","11/30/2016",100,"CONIFER DR","100  CONIFER DR ",-76.1441666501042,42.9905165672117
"325","Larceny","100  Luddington St","11/30/2016",100,"LUDDINGTON ST","100  LUDDINGTON ST ",-76.0973771945058,43.0641072286265
"326","Larceny","100  Shonnard St","11/30/2016",100,"SHONNARD ST","100  SHONNARD ST ",-76.1575228726892,43.0416698509171
"327","Larceny","100  Valley Dr","11/30/2016",100,"VALLEY DR","100  VALLEY DR ",-76.161284781296,43.0185014773701
"328","Larceny","1700  N  Salina St","11/30/2016",1700,"N SALINA ST","1700  N  SALINA ST ",-76.1652419275639,43.0698605780818
"329","Larceny","1900  South Av","11/30/2016",1900,"SOUTH AVE","1900  SOUTH AV ",-76.1606707690167,43.0192602971664
"330","Larceny","200  N  Townsend St","11/30/2016",200,"N TOWNSEND ST","200  N  TOWNSEND ST ",-76.145551722177,43.0522826565483
"331","Larceny","200  S  Geddes St","11/30/2016",200,"S GEDDES ST","200  S  GEDDES ST ",-76.1709496097482,43.0458684175057
"332","Larceny","400  Butternut St","11/30/2016",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"333","Larceny","4700  S  Salina St","11/30/2016",4700,"S SALINA ST","4700  S  SALINA ST ",-76.1428149431084,43.0020694967977
"334","Larceny","600  Kirkpatrick St","11/30/2016",600,"KIRKPATRICK ST","600  KIRKPATRICK ST ",-76.1540021888886,43.0683410482247
"335","Robbery","0  Destiny Usa Dr","11/30/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"336","Vehicle theft","200  Taft Av","11/30/2016",200,"TAFT AVE","200  TAFT AV ",-76.1147432324601,43.0729004779073
"337","Aggravated assault","300  Cleveland Av","11/29/2016",300,"CLEVELAND AVE","300  CLEVELAND AV ",-76.1442482422388,43.071556161228
"338","Burglary","0  Destiny Usa Dr","11/29/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"339","Burglary","1900  South Av","11/29/2016",1900,"SOUTH AVE","1900  SOUTH AV ",-76.1606707690167,43.0192602971664
"340","Burglary","600  Burnet Av","11/29/2016",600,"BURNET AVE","600  BURNET AV ",-76.1364154027041,43.0521715127349
"341","Larceny","0  Destiny Usa Dr","11/29/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"342","Larceny","100  Elk St","11/29/2016",100,"ELK ST","100  ELK ST ",-76.1449661401535,43.0248584718146
"343","Larceny","100  Marshall St","11/29/2016",100,"MARSHALL ST","100  MARSHALL ST ",-76.1366647391368,43.0416158113748
"344","Larceny","100  Stafford Av","11/29/2016",100,"STAFFORD AVE","100  STAFFORD AV ",-76.1127510756098,43.0685482101259
"345","Larceny","1000  Midland Av","11/29/2016",1000,"MIDLAND AVE","1000  MIDLAND AV ",-76.1528434233338,43.0293485083312
"346","Larceny","2000  Erie Blvd E","11/29/2016",2000,"ERIE BLVD E","2000  ERIE BLVD E ",-76.1150106160706,43.0510369667133
"347","Larceny","300  Merritt Av","11/29/2016",300,"MERRITT AVE","300  MERRITT AV ",-76.1573816547955,42.9989403937602
"348","Larceny","100  Clarke St","11/29/2016",100,"CLARKE ST","100  CLARKE ST ",-76.1191252764293,43.0389095716238
"349","Robbery","100  Schuler St","11/29/2016",100,"SCHULER ST","100  SCHULER ST ",-76.124601108751,43.059949143404
"350","Robbery","400  N  Mcbride St","11/29/2016",400,"N MCBRIDE ST","400  N  MCBRIDE ST ",-76.144556110149,43.0542907164879
"351","Vehicle theft","1400  S  State St","11/29/2016",1400,"S STATE ST","1400  S  STATE ST ",-76.1469773584978,43.0334877418081
"352","Burglary","100  Hood Av","11/28/2016",100,"HOOD AVE","100  HOOD AV ",-76.1423972568125,43.0732654540523
"353","Burglary","1300  Oak St","11/28/2016",1300,"OAK ST","1300  OAK ST ",-76.1365032893662,43.0693630167611
"354","Burglary","1400  Ivy Ridge Rd","11/28/2016",1400,"IVY RIDGE RD","1400  IVY RIDGE RD ",-76.13478268712,43.0182248348227
"355","Burglary","1800  E  Fayette St","11/28/2016",1800,"E FAYETTE ST","1800  E  FAYETTE ST ",-76.1190887626382,43.0482641294941
"356","Burglary","700  Avery Av","11/28/2016",700,"AVERY AVE","700  AVERY AV ",-76.194019442006,43.0513723336755
"357","Burglary","700  First North St","11/28/2016",700,"FIRST NORTH ST","700  FIRST NORTH ST ",-76.148962125934,43.0693624256203
"358","Burglary","700  N  Salina St","11/28/2016",700,"N SALINA ST","700  N  SALINA ST ",-76.1531172152779,43.0605184759536
"359","Larceny","0  Destiny Usa Dr","11/28/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"360","Larceny","0  Destiny Usa Dr","11/28/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"361","Larceny","100  Hastings Pl","11/28/2016",100,"HASTINGS PL","100  HASTINGS PL ",-76.1179592568597,43.0673361087495
"362","Larceny","1300  Burnet Av","11/28/2016",1300,"BURNET AVE","1300  BURNET AV ",-76.1219501855883,43.0542655006579
"363","Larceny","200  Cleveland Av","11/28/2016",200,"CLEVELAND AVE","200  CLEVELAND AV ",-76.1459689872517,43.0692443096406
"364","Larceny","200  Coral Av","11/28/2016",200,"CORAL AVE","200  CORAL AV ",-76.1503374697865,43.0093650731207
"365","Larceny","2000  Park St","11/28/2016",2000,"PARK ST","2000  PARK ST ",-76.1659934530869,43.0716695786742
"366","Larceny","2400  James St","11/28/2016",2400,"JAMES ST","2400  JAMES ST ",-76.1127510756098,43.0685482101259
"367","Larceny","300  Prospect Av","11/28/2016",300,"PROSPECT AVE","300  PROSPECT AV ",-76.1492618842256,43.0557172517855
"368","Larceny","4700  Onondaga Blvd","11/28/2016",4700,"ONONDAGA BLVD","4700  ONONDAGA BLVD ",-76.193647069205,43.0323248226591
"369","Larceny","500  S  State St","11/28/2016",500,"S STATE ST","500  S  STATE ST ",-76.1474772895148,43.0475183539934
"370","Larceny","500  W  Lafayette Av","11/28/2016",500,"W LAFAYETTE AVE","500  W  LAFAYETTE AV ",-76.1488985480305,43.0189852601615
"371","Larceny","700  S  Beech St","11/28/2016",700,"S BEECH ST","700  S  BEECH ST ",-76.1219175903398,43.0424120805392
"372","Robbery","300  Marlborough Rd","11/28/2016",300,"MARLBOROUGH RD","300  MARLBOROUGH RD ",-76.1121483388389,43.0717078888247
"373","Robbery","900  E  Genesee St","11/28/2016",900,"E GENESEE ST","900  E  GENESEE ST ",-76.1377478035907,43.0469674808524
"374","Vehicle theft","1900  S  Salina St","11/28/2016",1900,"S SALINA ST","1900  S  SALINA ST ",-76.1463897337502,43.0278715399803
"375","Vehicle theft","300  James St","11/28/2016",300,"JAMES ST","300  JAMES ST ",-76.1500395220067,43.0515906894234
"377","Aggravated assault","1100  N  Salina St","11/27/2016",1100,"N SALINA ST","1100  N  SALINA ST ",-76.1566874705681,43.064861349553
"378","Aggravated assault","500  Richmond Av","11/27/2016",500,"RICHMOND AVE","500  RICHMOND AV ",-76.1746165616025,43.0502492662197
"379","Burglary","100  Camp Av","11/27/2016",100,"CAMP AVE","100  CAMP AV ",-76.1557969086283,43.0080822710167
"380","Burglary","100  Comstock Av","11/27/2016",100,"COMSTOCK AVE","100  COMSTOCK AV ",-76.1307789858025,43.0469494244525
"381","Burglary","100  Westminster Av","11/27/2016",100,"WESTMINSTER AVE","100  WESTMINSTER AV ",-76.1213714776814,43.0349665224533
"382","Larceny","0  Destiny Usa Dr","11/27/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"383","Larceny","0  Destiny Usa Dr","11/27/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"384","Larceny","0  Destiny Usa Dr","11/27/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
