"","police_call_crime","police_call_address_display","police_call_date","block","street","address","longitude","latitude"
"1435","Larceny","400  Shonnard St","9/18/2016",400,"SHONNARD ST","400  SHONNARD ST ",-76.1666485068791,43.0412410493441
"1436","Larceny","400  Shonnard St","9/18/2016",400,"SHONNARD ST","400  SHONNARD ST ",-76.1666485068791,43.0412410493441
"1437","Larceny","500  Euclid Av","9/18/2016",500,"EUCLID AVE","500  EUCLID AV ",-76.12566362853,43.0364835460614
"1438","Larceny","500  Tallman St","9/18/2016",500,"TALLMAN ST","500  TALLMAN ST ",-76.155878101975,43.0363437080828
"1439","Larceny","800  Ackerman Av","9/18/2016",800,"ACKERMAN AVE","800  ACKERMAN AV ",-76.1243851504626,43.0365387974449
"1440","Larceny","800  Euclid Av","9/18/2016",800,"EUCLID AVE","800  EUCLID AV ",-76.1202980808881,43.0367456322901
"1441","Larceny","900  Ackerman Av","9/18/2016",900,"ACKERMAN AVE","900  ACKERMAN AV ",-76.1241765113057,43.0342310508428
"1442","Larceny","900  James St","9/18/2016",900,"JAMES ST","900  JAMES ST ",-76.1386272183664,43.0572024200134
"1444","Robbery","300  Stratford St","9/18/2016",300,"STRATFORD ST","300  STRATFORD ST ",-76.1267065741811,43.0341050959322
"1445","Robbery","500  Stratford St","9/18/2016",500,"STRATFORD ST","500  STRATFORD ST ",-76.1241765113057,43.0342310508428
"1446","Aggravated assault","1900  E  Fayette St","9/17/2016",1900,"E FAYETTE ST","1900  E  FAYETTE ST ",-76.1171132739707,43.0482442617361
"1447","Burglary","1200  Valley Dr","9/17/2016",1200,"VALLEY DR","1200  VALLEY DR ",-76.1546547596709,43.0058854813574
"1448","Burglary","200  Robert Dr","9/17/2016",200,"ROBERT DR","200  ROBERT DR ",-76.1323693371198,43.0266716432982
"1449","Burglary","700  Ackerman Av","9/17/2016",700,"ACKERMAN AVE","700  ACKERMAN AV ",-76.1245415383764,43.0382600589614
"1450","Burglary","800  Highland St","9/17/2016",800,"HIGHLAND ST","800  HIGHLAND ST ",-76.1414841925628,43.0629898118311
"1451","Burglary","800  W  Onondaga St","9/17/2016",800,"W ONONDAGA ST","800  W  ONONDAGA ST ",-76.1646598360445,43.0355057071119
"1452","Larceny","100  Boyden St","9/17/2016",100,"BOYDEN ST","100  BOYDEN ST ",-76.127621671378,43.0594940092293
"1453","Larceny","1300  E  Adams St","9/17/2016",1300,"E ADAMS ST","1300  E  ADAMS ST ",-76.1303716373965,43.0426170902635
"1454","Larceny","1500  Valley Dr","9/17/2016",1500,"VALLEY DR","1500  VALLEY DR ",-76.1534160884617,43.0035051739304
"1455","Larceny","200  Comstock Av","9/17/2016",200,"COMSTOCK AVE","200  COMSTOCK AV ",-76.1306291736675,43.0453176031568
"1456","Larceny","200  E  Onondaga St","9/17/2016",200,"E ONONDAGA ST","200  E  ONONDAGA ST ",-76.1508341279271,43.0456761021531
"1457","Larceny","200  W  Jefferson St","9/17/2016",200,"W JEFFERSON ST","200  W  JEFFERSON ST ",-76.1535701159911,43.0470632548416
"1458","Larceny","4700  Onondaga Blvd","9/17/2016",4700,"ONONDAGA BLVD","4700  ONONDAGA BLVD ",-76.193647069205,43.0323248226591
"1459","Larceny","900  Bellevue Av","9/17/2016",900,"BELLEVUE AVE","900  BELLEVUE AV ",-76.1671147496052,43.0331336286434
"1460","Larceny","900  Darlington Rd","9/17/2016",900,"DARLINGTON RD","900  DARLINGTON RD ",-76.1394767506154,43.080926321008
"1461","Robbery","1400  S  Salina St","9/17/2016",1400,"S SALINA ST","1400  S  SALINA ST ",-76.1488467387721,43.0330311335183
"1462","Robbery","1700  W  Onondaga St","9/17/2016",1700,"W ONONDAGA ST","1700  W  ONONDAGA ST ",-76.1825840361169,43.0336682339035
"1463","Robbery","4200  S  Salina St","9/17/2016",4200,"S SALINA ST","4200  S  SALINA ST ",-76.1427629151604,43.0079918566112
"1464","Robbery","700  Allen St","9/17/2016",700,"ALLEN ST","700  ALLEN ST ",-76.11641869052,43.0390367936593
"1465","Vehicle theft","900  Milton Av","9/17/2016",900,"MILTON AVE","900  MILTON AV ",-76.191740645394,43.0553215601572
"1466","Aggravated assault","100  South Av","9/16/2016",100,"SOUTH AVE","100  SOUTH AV ",-76.1591617426746,43.0393032205752
"1467","Aggravated assault","300  Turtle St","9/16/2016",300,"TURTLE ST","300  TURTLE ST ",-76.1605990820305,43.0679871087858
"1468","Aggravated assault","400  Loomis Av","9/16/2016",400,"LOOMIS AVE","400  LOOMIS AV ",-76.1534416136135,43.0069970713422
"1469","Aggravated assault","700  Otisco St","9/16/2016",700,"OTISCO ST","700  OTISCO ST ",-76.1680871135347,43.0444007017878
"1471","Larceny","100  Dale St","9/16/2016",100,"DALE ST","100  DALE ST ",-76.1425996363154,43.0751650869299
"1472","Larceny","100  Hillcrest Rd","9/16/2016",100,"HILLCREST RD","100  HILLCREST RD ",-76.1077269878803,43.0332889742023
"1474","Larceny","200  W  Jefferson St","9/16/2016",200,"W JEFFERSON ST","200  W  JEFFERSON ST ",-76.1535701159911,43.0470632548416
"1475","Larceny","400  Beattie St","9/16/2016",400,"BEATTIE ST","400  BEATTIE ST ",-76.1082145126917,43.0484165784803
"1476","Larceny","400  Lexington Av","9/16/2016",400,"LEXINGTON AVE","400  LEXINGTON AV ",-76.1170337438196,43.0471978394275
"1477","Larceny","400  W  Division St","9/16/2016",400,"W DIVISION ST","400  W  DIVISION ST ",-76.1600055758254,43.0581543166784
"1478","Larceny","500  Garfield Av","9/16/2016",500,"GARFIELD AVE","500  GARFIELD AV ",-76.1413422443482,43.0261758907158
"1479","Larceny","700  Canal St","9/16/2016",700,"CANAL ST","700  CANAL ST ",-76.136452541983,43.0511425752406
"1480","Robbery","300  Park St","9/16/2016",300,"PARK ST","300  PARK ST ",-76.1360738945882,43.0632489559564
"1481","Aggravated assault","500  S  Clinton St","9/15/2016",500,"S CLINTON ST","500  S  CLINTON ST ",-76.1535701159911,43.0470632548416
"1482","Burglary","100  Bellevue Av","9/15/2016",100,"BELLEVUE AVE","100  BELLEVUE AV ",-76.1556382645343,43.0336121850762
"1483","Burglary","200  Evaleen Av","9/15/2016",200,"EVALEEN AVE","200  EVALEEN AV ",-76.1515634810114,43.0102198159833
"1484","Burglary","300  Loma Av","9/15/2016",300,"LOMA AVE","300  LOMA AV ",-76.1459808358595,43.0803477127664
"1485","Larceny","100  Sims Dr","9/15/2016",100,"SIMS DR","100  SIMS DR ",-76.1313140542859,43.0362597162482
"1486","Larceny","1400  E  Fayette St","9/15/2016",1400,"E FAYETTE ST","1400  E  FAYETTE ST ",-76.1276742234189,43.0483724386338
"1487","Larceny","200  W  Jefferson St","9/15/2016",200,"W JEFFERSON ST","200  W  JEFFERSON ST ",-76.1535701159911,43.0470632548416
"1488","Larceny","300  Hawley Av","9/15/2016",300,"HAWLEY AVE","300  HAWLEY AV ",-76.1420648335596,43.0533299362022
"1489","Larceny","400  Butternut St","9/15/2016",400,"BUTTERNUT ST","400  BUTTERNUT ST ",-76.1499713888643,43.0585933376979
"1490","Larceny","500  S  State St","9/15/2016",500,"S STATE ST","500  S  STATE ST ",-76.1474772895148,43.0475183539934
"1491","Larceny","600  Robinson St","9/15/2016",600,"ROBINSON ST","600  ROBINSON ST ",-76.1197628960492,43.0584967722302
"1492","Larceny","700  Park Av","9/15/2016",700,"PARK AVE","700  PARK AV ",-76.1706249848505,43.0519771562028
"1493","Robbery","1700  Grant Blvd","9/15/2016",1700,"GRANT BLVD","1700  GRANT BLVD ",-76.139029640232,43.0722814871443
"1494","Aggravated assault","100  Herbst Av","9/14/2016",100,"HERBST AVE","100  HERBST AV ",-76.1257351307153,43.0589950206526
"1495","Aggravated assault","100  Sabine St","9/14/2016",100,"SABINE ST","100  SABINE ST ",-76.1654263772831,43.0403307905733
"1496","Burglary","100  Herbert St","9/14/2016",100,"HERBERT ST","100  HERBERT ST ",-76.149712899404,43.066618267479
"1497","Burglary","100  Herbert St","9/14/2016",100,"HERBERT ST","100  HERBERT ST ",-76.149712899404,43.066618267479
"1498","Burglary","200  Lambreth Ln","9/14/2016",200,"LAMBRETH LN","200  LAMBRETH LN ",-76.1186804026418,43.0198663241158
"1499","Burglary","600  Court St","9/14/2016",600,"COURT ST","600  COURT ST ",-76.1564227239895,43.0708033657869
"1500","Larceny","0  Destiny Usa Dr","9/14/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1501","Larceny","0  Destiny Usa Dr","9/14/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1502","Larceny","0  Destiny Usa Dr","9/14/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1503","Larceny","100  Marshall St","9/14/2016",100,"MARSHALL ST","100  MARSHALL ST ",-76.1366647391368,43.0416158113748
"1504","Larceny","100  Mary St","9/14/2016",100,"MARY ST","100  MARY ST ",-76.1511220469699,43.0621216106901
"1505","Larceny","100  Phillips Rd","9/14/2016",100,"PHILLIPS RD","100  PHILLIPS RD ",-76.0935590883938,43.0468659682088
"1506","Larceny","100  Roney Ln","9/14/2016",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"1507","Larceny","100  Roney Ln","9/14/2016",100,"RONEY LN","100  RONEY LN ",-76.1359419249577,43.0219167309359
"1508","Larceny","200  Lockwood Rd","9/14/2016",200,"LOCKWOOD RD","200  LOCKWOOD RD ",-76.0903710615456,43.0383541997324
"1509","Larceny","300  Apple St","9/14/2016",300,"APPLE ST","300  APPLE ST ",-76.1763280285521,43.0511832674985
"1510","Larceny","400  Howard St","9/14/2016",400,"HOWARD ST","400  HOWARD ST ",-76.1400265212574,43.0542893988144
"1511","Larceny","400  Kimber Rd","9/14/2016",400,"KIMBER RD","400  KIMBER RD ",-76.093355728816,43.0372507346613
"1512","Larceny","600  Demong Dr","9/14/2016",600,"DEMONG DR","600  DEMONG DR ",-76.0884310264066,43.0442421658509
"1513","Robbery","400  Hixson Av","9/14/2016",400,"HIXSON AVE","400  HIXSON AV ",-76.1200993559624,43.0628249169997
"1514","Vehicle theft","200  Westmoreland Av","9/14/2016",200,"WESTMORELAND AVE","200  WESTMORELAND AV ",-76.1149694180707,43.0504189446029
"1515","Aggravated assault","700  Teall Av","9/13/2016",700,"TEALL AVE","700  TEALL AV ",-76.122119290319,43.0568399021865
"1516","Burglary","100  Blaine St","9/13/2016",100,"BLAINE ST","100  BLAINE ST ",-76.1523475513618,43.0332731245041
"1517","Burglary","100  Orwood Pl","9/13/2016",100,"ORWOOD PL","100  ORWOOD PL ",-76.1377123591686,43.0796956252854
"1518","Burglary","1100  E  Genesee St","9/13/2016",1100,"E GENESEE ST","1100  E  GENESEE ST ",-76.1343199339405,43.0468841284306
"1519","Burglary","2400  Lodi St","9/13/2016",2400,"LODI ST","2400  LODI ST ",-76.1598669679731,43.0661939112727
"1520","Burglary","300  Primrose Av","9/13/2016",300,"PRIMROSE AVE","300  PRIMROSE AV ",-76.1480640865731,43.0147858496745
"1521","Burglary","400  Allen St","9/13/2016",400,"ALLEN ST","400  ALLEN ST ",-76.1168874309062,43.0455228022165
"1522","Larceny","100  High St","9/13/2016",100,"HIGH ST","100  HIGH ST ",-76.1463718264328,43.0702250595423
"1523","Larceny","1200  Lodi St","9/13/2016",1200,"LODI ST","1200  LODI ST ",-76.1444187933523,43.0584973781708
"1524","Larceny","1400  S  Salina St","9/13/2016",1400,"S SALINA ST","1400  S  SALINA ST ",-76.1488467387721,43.0330311335183
"1525","Larceny","300  S  Salina St","9/13/2016",300,"S SALINA ST","300  S  SALINA ST ",-76.1522226474308,43.0486918177446
"1526","Larceny","400  Churchill Av","9/13/2016",400,"CHURCHILL AVE","400  CHURCHILL AV ",-76.139853285852,43.0098745465669
"1528","Arson","1800  E  Fayette St","9/12/2016",1800,"E FAYETTE ST","1800  E  FAYETTE ST ",-76.1190887626382,43.0482641294941
"1529","Burglary","1200  Butternut St","9/12/2016",1200,"BUTTERNUT ST","1200  BUTTERNUT ST ",-76.1433439278147,43.0663969959583
"1530","Larceny","100  Wayne St","9/12/2016",100,"WAYNE ST","100  WAYNE ST ",-76.1424653946237,43.0541784237997
"1531","Larceny","1000  N  Mcbride St","9/12/2016",1000,"N MCBRIDE ST","1000  N  MCBRIDE ST ",-76.1497496397845,43.0603312033243
"1532","Larceny","1600  Court St","9/12/2016",1600,"COURT ST","1600  COURT ST ",-76.1455465352703,43.0788194213885
"1533","Larceny","200  Moore Av","9/12/2016",200,"MOORE AVE","200  MOORE AV ",-76.1370895978192,43.0254313736496
"1534","Larceny","200  Scottholm Ter","9/12/2016",200,"SCOTTHOLM TER","200  SCOTTHOLM TER ",-76.1119715323957,43.0427883801616
"1535","Larceny","300  W  Brighton Av","9/12/2016",300,"W BRIGHTON AVE","300  W  BRIGHTON AV ",-76.1492852256358,43.0200223706288
"1537","Aggravated assault","100  W  Bissell St","9/11/2016",100,"W BISSELL ST","100  W  BISSELL ST ",-76.1588785366438,43.0257985007
"1538","Aggravated assault","200  Forest Hill Dr","9/11/2016",200,"FOREST HILL DR","200  FOREST HILL DR ",-76.1112170131738,43.0661271749741
"1539","Aggravated assault","300  Apple St","9/11/2016",300,"APPLE ST","300  APPLE ST ",-76.1763280285521,43.0511832674985
"1540","Aggravated assault","300  Hoefler St","9/11/2016",300,"HOEFLER ST","300  HOEFLER ST ",-76.1796275379646,43.0356829680144
"1542","Burglary","100  N  Midler Av","9/11/2016",100,"N MIDLER AVE","100  N  MIDLER AV ",-76.1053298646345,43.0688974230543
"1543","Burglary","200  Lambreth Ln","9/11/2016",200,"LAMBRETH LN","200  LAMBRETH LN ",-76.1186804026418,43.0198663241158
"1544","Larceny","1100  Harrison St","9/11/2016",1100,"HARRISON ST","1100  HARRISON ST ",-76.1321667349615,43.044166102877
"1545","Larceny","1200  Park St","9/11/2016",1200,"PARK ST","1200  PARK ST ",-76.1515233073699,43.065900727615
"1546","Larceny","300  University Av","9/11/2016",300,"UNIVERSITY AVE","300  UNIVERSITY AV ",-76.1342906663996,43.0484617349681
"1547","Larceny","300  Walnut Av","9/11/2016",300,"WALNUT AVE","300  WALNUT AV ",-76.1320712372605,43.0484293562269
"1548","Larceny","4400  S  Salina St","9/11/2016",4400,"S SALINA ST","4400  S  SALINA ST ",-76.1431734747184,43.0053944068474
"1549","Robbery","2100  S  State St","9/11/2016",2100,"S STATE ST","2100  S  STATE ST ",-76.1429512610928,43.0250404536462
"1550","Aggravated assault","300  Prospect Av","9/10/2016",300,"PROSPECT AVE","300  PROSPECT AV ",-76.1492618842256,43.0557172517855
"1551","Aggravated assault","400  Shonnard St","9/10/2016",400,"SHONNARD ST","400  SHONNARD ST ",-76.1666485068791,43.0412410493441
"1553","Burglary","100  Fiscoe Av","9/10/2016",100,"FISCOE AVE","100  FISCOE AV ",-76.1438415137661,42.9928175183048
"1554","Burglary","1600  Euclid Av","9/10/2016",1600,"EUCLID AVE","1600  EUCLID AV ",-76.1092038655101,43.0356963939106
"1555","Burglary","300  Oakwood Ave","9/10/2016",300,"OAKWOOD AVE","300  OAKWOOD AVE ",-76.1455576297912,43.0374192231689
"1556","Burglary","400  Westcott St","9/10/2016",400,"WESTCOTT ST","400  WESTCOTT ST ",-76.119556953392,43.0440207397304
"1557","Burglary","500  Carbon St","9/10/2016",500,"CARBON ST","500  CARBON ST ",-76.1482096592377,43.0660074654461
"1558","Burglary","800  Willis Av","9/10/2016",800,"WILLIS AVE","800  WILLIS AV ",-76.1926997342893,43.0530971608462
"1559","Larceny","0  Destiny Usa Dr","9/10/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1560","Larceny","0  Destiny Usa Dr","9/10/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1561","Larceny","100  Parkside Av","9/10/2016",100,"PARKSIDE AVE","100  PARKSIDE AV ",-76.1608533575869,43.0254146797949
"1562","Larceny","100  Victoria Pl","9/10/2016",100,"VICTORIA PL","100  VICTORIA PL ",-76.1192800864183,43.0406364103005
"1563","Larceny","1100  Madison St","9/10/2016",1100,"MADISON ST","1100  MADISON ST ",-76.1306291736675,43.0453176031568
"1564","Larceny","200  Hancock Dr","9/10/2016",200,"HANCOCK DR","200  HANCOCK DR ",-76.1770188041176,43.022275833862
"1565","Larceny","900  Ackerman Av","9/10/2016",900,"ACKERMAN AVE","900  ACKERMAN AV ",-76.1241765113057,43.0342310508428
"1566","Robbery","100  Bassett St","9/10/2016",100,"BASSETT ST","100  BASSETT ST ",-76.1225009674348,43.0465059958789
"1567","Robbery","1900  S  State St","9/10/2016",1900,"S STATE ST","1900  S  STATE ST ",-76.1436775561512,43.0265801603354
"1568","Aggravated assault","1000  S  Mcbride St","9/9/2016",1000,"S MCBRIDE ST","1000  S  MCBRIDE ST ",-76.144002667991,43.0416310773245
"1569","Aggravated assault","1600  Hawley Av","9/9/2016",1600,"HAWLEY AVE","1600  HAWLEY AV ",-76.1220488521226,43.0556187725939
"1570","Aggravated assault","200  Furman St","9/9/2016",200,"FURMAN ST","200  FURMAN ST ",-76.148279174954,43.0318349473845
"1571","Burglary","700  Hickory St","9/9/2016",700,"HICKORY ST","700  HICKORY ST ",-76.1444037492439,43.0566056093948
"1572","Larceny","0  Destiny Usa Dr","9/9/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1573","Larceny","100  Lafayette Rd","9/9/2016",100,"LAFAYETTE RD","100  LAFAYETTE RD ",-76.1291982498981,43.0012270241094
"1574","Larceny","100  Orlando Av","9/9/2016",100,"ORLANDO AVE","100  ORLANDO AV ",-76.1427912380359,43.0017327193028
"1575","Larceny","1000  James St","9/9/2016",1000,"JAMES ST","1000  JAMES ST ",-76.1345493260725,43.059207020147
"1576","Larceny","1500  E  Fayette St","9/9/2016",1500,"E FAYETTE ST","1500  E  FAYETTE ST ",-76.1255743417278,43.0483468186295
"1577","Larceny","1900  S  State St","9/9/2016",1900,"S STATE ST","1900  S  STATE ST ",-76.1436775561512,43.0265801603354
"1578","Larceny","200  N  State St","9/9/2016",200,"N STATE ST","200  N  STATE ST ",-76.1483616340809,43.0524150512665
"1579","Larceny","200  S  Warren St","9/9/2016",200,"S WARREN ST","200  S  WARREN ST ",-76.1507727336364,43.0495761609668
"1580","Larceny","2000  Erie Blvd E","9/9/2016",2000,"ERIE BLVD E","2000  ERIE BLVD E ",-76.1150106160706,43.0510369667133
"1581","Larceny","300  Hawley Av","9/9/2016",300,"HAWLEY AVE","300  HAWLEY AV ",-76.1420648335596,43.0533299362022
"1582","Larceny","300  Meadowbrook Dr","9/9/2016",300,"MEADOWBROOK DR","300  MEADOWBROOK DR ",-76.1193206797478,43.0258719673691
"1583","Larceny","300  W  Fayette St","9/9/2016",300,"W FAYETTE ST","300  W  FAYETTE ST ",-76.1555180183079,43.0487144616953
"1584","Larceny","400  S  Salina St","9/9/2016",400,"S SALINA ST","400  S  SALINA ST ",-76.1522398138463,43.0470545371716
"1585","Larceny","600  Robinson St","9/9/2016",600,"ROBINSON ST","600  ROBINSON ST ",-76.1197628960492,43.0584967722302
"1586","Larceny","700  Clarendon St","9/9/2016",700,"CLARENDON ST","700  CLARENDON ST ",-76.12007188101,43.038522817159
"1587","Larceny","700  E  Adams St","9/9/2016",700,"E ADAMS ST","700  E  ADAMS ST ",-76.1421693479635,43.0427033065355
"1588","Aggravated assault","4100  S  Salina St","9/8/2016",4100,"S SALINA ST","4100  S  SALINA ST ",-76.1425438631157,43.0088377895103
"1589","Aggravated assault","4200  S  Salina St","9/8/2016",4200,"S SALINA ST","4200  S  SALINA ST ",-76.1427629151604,43.0079918566112
"1590","Aggravated assault","700  Hickory St","9/8/2016",700,"HICKORY ST","700  HICKORY ST ",-76.1444037492439,43.0566056093948
"1591","Arson","200  Rockland Av","9/8/2016",200,"ROCKLAND AVE","200  ROCKLAND AV ",-76.1567503446499,43.0240091370389
"1592","Larceny","0  Destiny Usa Dr","9/8/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1593","Larceny","0  Destiny Usa Dr","9/8/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1594","Larceny","100  Markland Ave","9/8/2016",100,"MARKLAND AVE","100  MARKLAND AVE ",-76.1796632118826,43.0326793893486
"1595","Larceny","1000  James St","9/8/2016",1000,"JAMES ST","1000  JAMES ST ",-76.1345493260725,43.059207020147
"1596","Larceny","200  Mountainview Av","9/8/2016",200,"MOUNTAINVIEW AVE","200  MOUNTAINVIEW AV ",-76.1038479488262,43.0505117897079
"1597","Larceny","200  Nichols Av","9/8/2016",200,"NICHOLS AVE","200  NICHOLS AV ",-76.1037038303225,43.0664727059326
"1598","Larceny","300  Meadowbrook Dr","9/8/2016",300,"MEADOWBROOK DR","300  MEADOWBROOK DR ",-76.1193206797478,43.0258719673691
"1599","Vehicle theft","200  W  Water St","9/8/2016",200,"W WATER ST","200  W  WATER ST ",-76.1535425232873,43.0505451121208
"1600","Burglary","1700  W  Onondaga St","9/7/2016",1700,"W ONONDAGA ST","1700  W  ONONDAGA ST ",-76.1825840361169,43.0336682339035
"1601","Burglary","200  Grumbach Av","9/7/2016",200,"GRUMBACH AVE","200  GRUMBACH AV ",-76.1395941612484,43.0641461669292
"1602","Burglary","2200  S  Salina St","9/7/2016",2200,"S SALINA ST","2200  S  SALINA ST ",-76.1452890552487,43.0255316141495
"1603","Burglary","300  Spencer St","9/7/2016",300,"SPENCER ST","300  SPENCER ST ",-76.1596989768069,43.0596059754017
"1604","Burglary","800  Ackerman Av","9/7/2016",800,"ACKERMAN AVE","800  ACKERMAN AV ",-76.1243851504626,43.0365387974449
"1605","Burglary","800  S  Wilbur Av","9/7/2016",800,"S WILBUR AVE","800  S  WILBUR AV ",-76.1739462947965,43.0418157647388
"1606","Burglary","800  S  Wilbur Av","9/7/2016",800,"S WILBUR AVE","800  S  WILBUR AV ",-76.1739462947965,43.0418157647388
"1607","Larceny","0  Destiny Usa Dr","9/7/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1608","Larceny","300  Rugby Rd","9/7/2016",300,"RUGBY RD","300  RUGBY RD ",-76.1238631656797,43.067835632129
"1609","Larceny","400  W  Onondaga St","9/7/2016",400,"W ONONDAGA ST","400  W  ONONDAGA ST ",-76.1573165417768,43.0406443618392
"1610","Larceny","800  Erie Blvd W","9/7/2016",800,"ERIE BLVD W","800  ERIE BLVD W ",-76.170821998202,43.0480968845338
"1611","Aggravated assault","400  Shonnard St","9/6/2016",400,"SHONNARD ST","400  SHONNARD ST ",-76.1666485068791,43.0412410493441
"1612","Burglary","1100  Salt Springs Rd","9/6/2016",1100,"SALT SPRINGS RD","1100  SALT SPRINGS RD ",-76.0962009961283,43.0474259775715
"1613","Burglary","1300  Highland St","9/6/2016",1300,"HIGHLAND ST","1300  HIGHLAND ST ",-76.141958414192,43.0705307425987
"1614","Burglary","300  Temple St","9/6/2016",300,"TEMPLE ST","300  TEMPLE ST ",-76.1531286070404,43.040167288408
"1615","Burglary","400  Marcellus St","9/6/2016",400,"MARCELLUS ST","400  MARCELLUS ST ",-76.1635627976089,43.0465546044577
"1616","Larceny","100  Mary St","9/6/2016",100,"MARY ST","100  MARY ST ",-76.1511220469699,43.0621216106901
"1617","Larceny","200  Union Av","9/6/2016",200,"UNION AVE","200  UNION AV ",-76.1480736997783,43.0561991145072
"1618","Larceny","300  Cortland Av","9/6/2016",300,"CORTLAND AVE","300  CORTLAND AV ",-76.1520200273285,43.0338999087717
"1619","Larceny","300  Jamesville Ave","9/6/2016",300,"JAMESVILLE AVE","300  JAMESVILLE AVE ",-76.1354122416745,43.0241434822843
"1620","Larceny","3300  Burnet Av","9/6/2016",3300,"BURNET AVE","3300  BURNET AV ",-76.0926192590109,43.0609780481158
"1621","Larceny","400  Pleasantview Av","9/6/2016",400,"PLEASANTVIEW AVE","400  PLEASANTVIEW AV ",-76.1343946104297,43.0770617260867
"1622","Larceny","500  Fabius St","9/6/2016",500,"FABIUS ST","500  FABIUS ST ",-76.1623541146208,43.0438216075711
"1623","Larceny","900  Glencove Rd","9/6/2016",900,"GLENCOVE RD","900  GLENCOVE RD ",-76.103516521717,43.0642072159375
"1624","Robbery","500  W  Onondaga St","9/6/2016",500,"W ONONDAGA ST","500  W  ONONDAGA ST ",-76.1582176909636,43.0399798094384
"1625","Vehicle theft","1000  Canal St","9/6/2016",1000,"CANAL ST","1000  CANAL ST ",-76.1250921682421,43.0515557140483
"1626","Vehicle theft","2100  E  Fayette St","9/6/2016",2100,"E FAYETTE ST","2100  E  FAYETTE ST ",-76.1137109828578,43.0482046425932
"1627","Vehicle theft","400  W  Newell St","9/6/2016",400,"W NEWELL ST","400  W  NEWELL ST ",-76.1526017888294,43.0169355304518
"1628","Aggravated assault","0  Destiny Usa Dr","9/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1629","Aggravated assault","100  Dickerson St","9/5/2016",100,"DICKERSON ST","100  DICKERSON ST ",-76.1535353039337,43.0443774146349
"1630","Arson","200  Furman St","9/5/2016",200,"FURMAN ST","200  FURMAN ST ",-76.148279174954,43.0318349473845
"1631","Burglary","100  Victoria Pl","9/5/2016",100,"VICTORIA PL","100  VICTORIA PL ",-76.1192800864183,43.0406364103005
"1632","Larceny","0  Destiny Usa Dr","9/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1633","Larceny","0  Destiny Usa Dr","9/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1634","Larceny","0  Destiny Usa Dr","9/5/2016",0,"DESTINY USA DR","0  DESTINY USA DR ",-76.1705399139529,43.0669121360696
"1635","Larceny","100  Hobart Av","9/5/2016",100,"HOBART AVE","100  HOBART AV ",-76.1418476028437,43.0126883763857
"1636","Larceny","1300  Bellevue Av","9/5/2016",1300,"BELLEVUE AVE","1300  BELLEVUE AV ",-76.1770346579606,43.0327809628609
"1637","Larceny","2100  Erie Blvd E","9/5/2016",2100,"ERIE BLVD E","2100  ERIE BLVD E ",-76.1125618779197,43.0518279961546
"1638","Larceny","400  W  Division St","9/5/2016",400,"W DIVISION ST","400  W  DIVISION ST ",-76.1600055758254,43.0581543166784
"1639","Aggravated assault","100  South Av","9/4/2016",100,"SOUTH AVE","100  SOUTH AV ",-76.1591617426746,43.0393032205752
"1640","Aggravated assault","200  Westmoreland Av","9/4/2016",200,"WESTMORELAND AVE","200  WESTMORELAND AV ",-76.1149694180707,43.0504189446029
"1641","Aggravated assault","700  S  Salina St","9/4/2016",700,"S SALINA ST","700  S  SALINA ST ",-76.1506975498698,43.0406911611055
"1642","Burglary","1100  E  Genesee St","9/4/2016",1100,"E GENESEE ST","1100  E  GENESEE ST ",-76.1343199339405,43.0468841284306
"1643","Burglary","200  Hillside St","9/4/2016",200,"HILLSIDE ST","200  HILLSIDE ST ",-76.1428293328615,43.0769223134751
"1644","Larceny","0  Mount Olympus Dr","9/4/2016",0,"MOUNT OLYMPUS DR","0  MOUNT OLYMPUS DR ",-76.1322278421175,43.0340900250361
"1645","Larceny","100  Colby Av","9/4/2016",100,"COLBY AVE","100  COLBY AV ",-76.1029713619944,43.0709385209468
"1646","Larceny","100  Coolidge Av","9/4/2016",100,"COOLIDGE AVE","100  COOLIDGE AV ",-76.1637476813481,43.0354628627981
"1647","Larceny","100  Tyler Ct","9/4/2016",100,"TYLER CT","100  TYLER CT ",-76.1431038503933,43.04272741553
